,published_date,title,publisher,kode_emitten,title_en
1220,2022-08-11,Analis Proyeksi Pencapaian BRI Group Bakal Makin Mengkilap,CNBC Indonesia,BBRI,Analyst Projections that BRI Group's Achievements Will Be Even More Glossy
1221,2022-08-11,"Demi UMKM Naik Kelas, BRI Gelar Pengusaha Muda BRILian 2022",CNBC Indonesia,BBRI,"For the sake of MSMEs moving up in class, BRI holds BRILIAN Young Entrepreneurs 2022"
1222,2022-08-13,"Sasar Seluruh Lapisan Masyarakat, BRI Pakai Jurus Ini",CNBC Indonesia,BBRI,"Targeting all levels of society, BRI uses this strategy"
1223,2022-08-15,BRI (BBRI) Kantongi Penghargaan Bank BUMN Terbaik dari Bisnis Indonesia Award 2022,Bisnis,BBRI,BRI (BBRI) Won the Best State-Owned Bank Award from the 2022 business Indonesia Award
1224,2022-08-15,"Ciptakan Talenta Unggul, BRI Perkenalkan Program BYLI",Bisnis,BBRI,"Creating Superior Talent, BRI Introduces BYLI Program"
1225,2022-08-15,Mantap! KUR BRI Bisa Serap 32 Juta Tenaga Kerja,CNBC Indonesia,BBRI,Excellent! BRI KUR Can Absorb 32 Million Workers
1226,2022-08-16,BRI Terus Dukung Industri Kopi Indonesia Go Internasional,CNBC Indonesia,BBRI,BRI Continues to Support the Indonesian Coffee Industry to Go International
1227,2022-08-16,"BRI Tawarkan Promo Bunga KPR Merdeka Mulai 2,88%",Kontan,BBRI,BRI Offers freedom KPR Interest Promo Starting from 2.88%
1228,2022-08-17,"BRI Resmikan Menara BRILiaN, Ini Keistimewaannya",Bisnis,BBRI,"BRI Inaugurates BRILiaN Tower, This is Its Specialty"
1229,2022-08-19,"Bantu Jual SBN Ritel SR017, Ini Target BRI & Bank Mandiri",Bisnis,BBRI,"Help Sell SR017 Retail SBN, This is BRI & Bank Mandiri's Target"
1230,2022-08-20,Waspada! Modus Penipuan Kenaikan Tarif Transaksi Rp 150.000 Intai Nasabah BCA dan BRI,Kontan,BBRI,"Alert! Fraudulent Mode of Increase in Transaction Rates of IDR 150,000 Spying on BCA and BRI Customers"
1231,2022-08-20,"Agen BRILink Bikin BRI (BBRI) Raih Fee Based Income Rp702,7 Miliar",Bisnis,BBRI,BRILink Agent Makes BRI (BBRI) Achieve Fee Based Income of IDR 702.7 Billion
1232,2022-08-20,"Sst! Jokowi Punya PR 'Emas' di 2023, Libatkan BRI & Pegadaian",CNBC Indonesia,BBRI,"Shh! Jokowi Has 'Golden' PR in 2023, Involves BRI & pawnshop"
1233,2022-08-20,BRI Gandeng UMKM dalam BRILian Independence Week,CNBC Indonesia,BBRI,BRI Collaborates with MSMEs in BRILian Independence Week
1234,2022-08-22,Daftar Komisaris dan Direksi BRI (BBRI) Raih Bonus Saham Beserta Besarannya,Bisnis,BBRI,List of Commissioners and Directors of BRI (BBRI) Receiving Stock Bonuses and Their Amounts
1235,2022-08-22,"Sukses Implementasikan ESG, BRI Borong 3 Penghargaan",CNBC Indonesia,BBRI,"Successfully Implementing ESG, BRI Wins 3 Awards"
1236,2022-08-22,"BRI Sebut Pelaku UMKM Semakin Adaptif dan Efisien, Ini Buktinya",Bisnis,BBRI,"BRI Says MSME Players Are Increasingly Adaptive and Efficient, Here's the Proof"
1237,2022-08-22,"Adu Besaran Bonus Saham Bos Bank Mandiri Vs BRI, Siapa Paling Banyak?",Bisnis,BBRI,"Bank Mandiri vs BRI Boss Share Bonus Amount, Who Has the Most?"
1238,2022-08-22,Pendapatan BRI Life Tumbuh 44 Persen di Semester I/2022,Bisnis,BBRI,BRI Life Revenue Grows 44 Percent in Semester I/2022
1239,2022-08-23,BRI Konsisten Perkuat ESG Lewat Program Menanam Pohon,CNBC Indonesia,BBRI,BRI Consistently Strengthens ESG Through Tree Planting Program
1240,2022-08-24,"BRI dan Pegadaian akan Bentuk Bank Tabungan Emas Pertama di RI, Begini Progressnya",Kontan,BBRI,"BRI and pawnshop will form the first gold savings bank in Indonesia, here's the progress"
1241,2022-08-24,"Telkom Kejar Market Cap Rp 700 T, Bakal Salip BRI Nih!",CNBC Indonesia,BBRI,"Telkom Pursues Market Cap of IDR 700 T, Will Overtake BRI!"
1242,2022-08-24,Top! BRI Borong 8 Penghargaan di Ajang Internasional,CNBC Indonesia,BBRI,Top! BRI Wins 8 Awards at International Events
1243,2022-08-24,"Omzet Nasabah KUR Melesat 32,94%, BRI Disebut Makin Inklusif",CNBC Indonesia,BBRI,"KUR Customer Turnover Soars 32.94%, BRI Called More Inclusive"
1244,2022-08-24,"Berkaca pada Kasus Brigadir J, BRI Imbau Segera Nonaktifkan Rekening Orang Meninggal",Bisnis,BBRI,"Reflecting on the Brigadier J Case, BRI Urges to Immediately Deactivate the Accounts of the Deceased"
1245,2022-08-25,Ini Strategi BRI (BBRI) Menghadapi Kenaikan Suku Bunga Acuan BI,Bisnis,BBRI,This is BRI's (BBRI) strategy for facing an increase in the BI benchmark interest rate
1246,2022-08-25,"Kredit BRI (BBRI) Tumbuh 9,39 Persen per Juli 2022, Ini Sektor yang Moncer",Bisnis,BBRI,"BRI (BBRI) Credit Grows 9.39 Percent as of July 2022, These Are the Sectors That Are Promising"
1247,2022-08-26,"Bisnis Wealth Management BRI Tumbuh 12,9% di Semester I-2022",CNBC Indonesia,BBRI,BRI's Wealth Management Business Grows 12.9% in Semester I-2022
1248,2022-08-27,Top! BRI Borong Penghargaan Global Private Banking,CNBC Indonesia,BBRI,Top! BRI Wins Global Private Banking Award
1249,2022-08-28,Konsistensi Bawa BRI Raih Penghargaan Penerapan ESG,CNBC Indonesia,BBRI,Consistency Brings BRI to Win ESG Implementation Award
1250,2022-08-29,"Bongkar Kejahatan Soceng, BRI Lakukan Hal Ini",CNBC Indonesia,BBRI,"Exposing Soceng Crime, BRI Does This"
1251,2022-08-30,Kamu Mau Ajukan KUR BRI? Perhatikan Dulu Hal Ini,CNBC Indonesia,BBRI,Do you want to apply for BRI KUR? Pay attention to this first
1252,2022-08-31,"Kolaborasi BRI, Kemendari & BNPP Tingkatkan Inklusi Keuangan",CNBC Indonesia,BBRI,"Collaboration between BRI, Kemendari & BNPP Increases Financial Inclusion"
1253,2022-08-31,"Suku Bunga Kredit BRI, BCA, BNI, dan Bank Mandiri, Siapa Paling Rendah?",Bisnis,BBRI,"BRI, BCA, BNI and Bank Mandiri credit interest rates, whose are the lowest?"
1254,2022-08-31,Jurus Leasing BRI Finance Genjot Pembiayaan Kendaraan,Bisnis,BBRI,BRI Finance Leasing Steps to Boost Vehicle Financing
1255,2022-09-01,BRI Perluas Pembiayaan Perbankan Distributor & Outlet Castrol,CNBC Indonesia,BBRI,BRI Expands Banking Financing for Castrol Distributors & Outlets
1256,2022-09-02,Kinerja Kredit Bank Mandiri (BMRI) dan BRI (BBRI) Moncer pada Awal Semester II/2022,Bisnis,BBRI,Bank Mandiri (BMRI) and BRI (BBRI) Credit Performance is Excellent at the Beginning of Semester II/2022
1257,2022-09-02,"Punya Konsep Terbaik, Begini Cara BRI Kembangkan SDM",CNBC Indonesia,BBRI,"Having the Best Concept, This is How BRI Develops Human Resources"
1258,2022-09-03,"Dukung UMKM, BRI & Tulola Hadirkan Kawan Nusantara 2022",CNBC Indonesia,BBRI,"Supporting MSMEs, BRI & Tulola Present Kawan Nusantara 2022"
1259,2022-09-04,BRI Dukung Ribuan Klaster UMKM Binaan Perluas Akses Pasar,CNBC Indonesia,BBRI,BRI Supports Thousands of Fostered MSME Clusters to Expand Market Access
1260,2022-09-04,"Tampil di Tong-Tong Fair, BRI Bawa UMKM Go Global",CNBC Indonesia,BBRI,"Appearing at the Tong-Tong Fair, BRI Takes MSMEs to Go Global"
1261,2022-09-05,"Rayakan HUT ke 127, BRI Gelar Sayembara Desain Logo",CNBC Indonesia,BBRI,"Celebrating 127th Anniversary, BRI Holds Logo Design Competition"
1262,2022-09-06,"Jangan Termakan Paket Transfer BRI Rp 150 Ribu, Ini Hoax!",CNBC Indonesia,BBRI,"Don't be fooled by the IDR 150 thousand BRI transfer package, this is a hoax!"
1263,2022-09-06,BRI Catat Penjualan Lewat Open API Melonjak 325 Persen Per Juli 2022,Bisnis,BBRI,BRI Records Sales Via Open API Soaring 325 Percent As of July 2022
1264,2022-09-06,BRI Bawa Ikan Asap Iwaku Mejeng di Tong Tong Fair Belanda,CNBC Indonesia,BBRI,BRI Brings Iwaku Mejeng Smoked Fish at the Dutch Tong Tong Fair
1265,2022-09-06,"Terkoreksi 15% Sejak Awal Tahun, Begini Prospek Saham BSI (BRIS)",Kontan,BBRI,"Corrected 15% Since the Beginning of the Year, Here's the Prospect for BSI (BRIS) Shares"
1266,2022-09-07,"Merger BRI-Pegadaian-PNM, Erick: Bukan Mau Monopoli UMKM",CNBC Indonesia,BBRI,"BRI-Pegadaian-PNM Merger, Erick: Not Wanting to Monopolize MSMEs"
1267,2022-09-07,BRI (BBRI) Pastikan Tak Butuh Tambahan Modal Hingga Beberapa Tahun ke Depan,Bisnis,BBRI,BRI (BBRI) Ensures It Doesn't Need Additional Capital for the Next Few Years
1268,2022-09-07,"BRI Jual Sukuk Rp 750 M, Tapi Pesananan Rp 1 T, Laris Manis!",CNBC Indonesia,BBRI,"BRI Sells Sukuk IDR 750 Billion, But Orders IDR 1 T Sell Well!"
1269,2022-09-07,"Diserbu Investor, Pemesanan SR017 di BRI Capai Rp 1,01 T",CNBC Indonesia,BBRI,"Invaded by Investors, Orders for SR017 at BRI Reach IDR 1.01 T"
1270,2022-09-07,"Harga Saham BRIS Ngebut Mulai Semester II 2022, Hari Ini (7/9) Pilih Jual Atau Beli?",Kontan,BBRI,"BRIS Stock Prices Accelerate Starting Semester II 2022, Today (7/9) Choose to Sell or Buy?"
1271,2022-09-08,"Promo Wingstop di BRI 1-25 September 2022, Diskon 50% Semua Menu via Kartu BRI",Kontan,BBRI,"Wingstop Promo at BRI 1-25 September 2022, 50% Discount on All Menus via BRI Card"
1272,2022-09-08,"Perkuat Layanan, BRI Kerja Sama dengan Correspondent Banks",CNBC Indonesia,BBRI,"Strengthening Services, BRI Collaborates with Correspondent Banks"
1273,2022-09-08,"Tumbuh Hampir Dua Kali Lipat, Ini Satu Sumber Laba BRI (BBRI)",Bisnis,BBRI,"Growing Almost Double, This is One Source of Profit for BRI (BBRI)"
1274,2022-09-11,BRI Himbau Nasabah Waspadai Link Palsu Kenaikan Tarif Transaksi,Kontan,BBRI,BRI Urges Customers to Beware of Fake Links to Increase Transaction Rates
1275,2022-09-12,"Ada Modus Penipuan Link Palsu, Nasabah BRI Bisa Lakukan Ini",CNBC Indonesia,BBRI,"There is a Fake Link Fraud Mode, BRI Customers Can Do This"
1276,2022-09-12,BRI (BBRI) Salurkan Rp750 Miliar Bantuan Subsidi Upah (BSU) Tahap Pertama,Bisnis,BBRI,BRI (BBRI) Distributes IDR 750 Billion in Wage Subsidy Assistance (BSU) First Phase
1277,2022-09-12,"BRI (BBRI) Tebar Pinjaman Sindikasi Rp13,2 Triliun Per Juli 2022, 4 Sektor Penerima Terbesar",Bisnis,BBRI,"BRI (BBRI) Distributes Syndicated Loans of IDR 13.2 Trillion as of July 2022, 4 Largest Recipient Sectors"
1278,2022-09-13,"BBRI, ADRO, dan UNVR! 3 Waran Terstruktur Siap Diluncurkan",CNBC Indonesia,BBRI,"BBRI, ADRO, and UNVR! 3 Structured Warrants Ready to Be Issued"
1279,2022-09-13,Mau Tahu Nggak Kontribusi BRI ke Negara? Segini Loh!,CNBC Indonesia,BBRI,Want to know whether BRI contributes to the country? That's it!
1280,2022-09-13,"Waran Terstruktur BRI Meluncur 14 September 2022, Cek Harga & Jadwalnya",Bisnis,BBRI,"BRI Structured Warrants Launching September 14 2022, Check Price & Schedule"
1281,2022-09-14,Bos BRI Yakin Laba Bersih Tahun Ini Tembus Rp 40 T,CNBC Indonesia,BBRI,BRI Boss Confident This Year's Net Profit Will Reach IDR 40 T
1282,2022-09-14,"Bunga Tabungan Bank Nol Persen, Bos BRI (BBRI): Itu Hanya Sementara",Bisnis,BBRI,"Zero Percent Bank Savings Interest, BRI (BBRI) Boss: That's Only Temporary"
1283,2022-09-14,Direktur Utama BRI Sunarso Janjikan Laba di Atas Rp 40 Triliun pada 2022,Kontan,BBRI,BRI President Director Sunarso Promises Profits of Above IDR 40 Trillion in 2022
1284,2022-09-15,"Laba Bank BRI Tahun 2022 Ini Akan Tembus Rp 40 T, Saham BBRI Layak Beli Atau Jual?",Kontan,BBRI,"BRI Bank's Profit in 2022 Will Reach IDR 40 T, Is BBRI Stock Worth Buying or Selling?"
1285,2022-09-15,Begini Dampak Buyback Saham BRI (BBRI) bagi Investor,Bisnis,BBRI,This is the impact of the BRI (BBRI) share buyback for investors
1286,2022-09-15,"Ini Rasio Dividen BBRI, BBNI, dan BMRI, yang Siap Ditebar Tahun Depan",Bisnis,BBRI,"This is the BBRI, BBNI and BMRI Dividend Ratio, which is ready to be distributed next year"
1287,2022-09-15,"Punya UMi, Bos BRI Tegaskan Komitmen Beri Dividen Optimal",CNBC Indonesia,BBRI,"Having UMi, BRI Boss Affirms Commitment to Providing Optimal Dividends"
1288,2022-09-16,"Fluktuatif! Cek Kurs Jual Beli Dolar AS di BCA, BRI, Bank Mandiri, dan BNI Hari Ini (16/9)",Bisnis,BBRI,"Fluctuating! Check US Dollar Buying and Selling Rates at BCA, BRI, Bank Mandiri, and BNI Today (16/9)"
1289,2022-09-17,"Market Cap BCA (BBCA) Tembus Rp1.000 Triliun, Tinggalkan BBRI",Bisnis,BBRI,"BCA (BBCA) Market Cap Reaches IDR 1,000 Trillion, Leaving BBRI"
1290,2022-09-17,"Lambungkan Image Teh Indonesia, BRI Bawa Sila Tea ke Belanda",CNBC Indonesia,BBRI,"Building the Image of Indonesian Tea, BRI Brings Sila Tea to the Netherlands"
1291,2022-09-17,BBRI Jadi Saham Big Cap Keuangan Terbaik 2022,CNBC Indonesia,BBRI,BBRI Becomes Best Financial Big Cap Stock 2022
1292,2022-09-18,"Besok Waran Terstruktur ADRO, UNVR dan BBRI Terbit, Ini Penjelasannya",Bisnis,BBRI,"Tomorrow ADRO, UNVR and BBRI Structured Warrants will be issued, here is the explanation"
1293,2022-09-19,"Klasemen BRI Liga 1 Pekan 11: Papan Atas Sengit, Persib Bandung vs Persija Jakarta",Kontan,BBRI,"BRI League 1 Week 11 Standings: Fierce Top Board, Persib Bandung vs Persija Jakarta"
1294,2022-09-20,"Rupiah Melemah! Cek Kurs Jual Beli Dolar AS di BCA, BRI, Bank Mandiri, dan BNI",Bisnis,BBRI,"Rupiah Weakens! Check the US Dollar Buying and Selling Rates at BCA, BRI, Bank Mandiri, and BNI"
1295,2022-09-21,"BRI Menanam Targetkan Tanam 1,75 Juta Bibit Pohon Produktif",CNBC Indonesia,BBRI,BRI Plants Targets to Plant 1.75 Million Productive Tree Seedlings
1296,2022-09-22,"Transaksi Agen Laku Pandai BRI, Bank Mandiri, dan BNI Meningkat Pesat",Kontan,BBRI,"Transactions of in demand Pandai Agents BRI, Bank Mandiri, and BNI Increase Rapidly"
1297,2022-09-23,"Dampingi UMKM, BRI-SMESCO Indonesia Hadirkan Growpreneur",CNBC Indonesia,BBRI,"Accompanying MSMEs, BRI-SMESCO Indonesia Presents Growpreneur"
1298,2022-09-23,"Sunarso, Person of The Month, Direktur Utama BRI",CNBC Indonesia,BBRI,"Sunarso, Person of The Month, Main Director of BRI"
1299,2022-09-23,"Gelar RUPSLB, Bank BSI (BRIS) Dapat Restu untuk Rights Issue 6 Miliar Saham",Kontan,BBRI,"Holding EGMS, Bank BSI (BRIS) Receives Approval for Rights Issue of 6 Billion Shares"
1300,2022-09-23,Arkora Hydro (ARKO) Tunjuk Bos BRI Ventures Nicko Widjaja Jadi Komisaris,Bisnis,BBRI,Arkora Hydro (ARKO) Appoints BRI Ventures Boss Nicko Widjaja as Commissioner
1301,2022-09-26,"Mudahkan Investasi, BRI Hadirkan Fitur Pembelian SBN di BRImo",CNBC Indonesia,BBRI,"Making Investment Easy, BRI Presents SBN Purchase Feature at BRImo"
1302,2022-09-26,"BRI (BBRI) Gandeng SRC, Garap Digital Payment Toko Kelontong",Bisnis,BBRI,"BRI (BBRI) Collaborates with SRC, Working on Digital Payment for Grocery Stores"
1303,2022-09-26,"Dukung UMKM Cashless, BRI Inisiasi Digital Payment di AYO SRC",CNBC Indonesia,BBRI,"Supporting Cashless MSMEs, BRI Initiates Digital Payment at AYO SRC"
1304,2022-09-26,Ini Alasan BRI Lakukan Buyback Saham,CNBC Indonesia,BBRI,This is the Reason BRI Carried Out a Share Buyback
1305,2022-09-27,"Utamakan Keamanan Data, BRI Apresiasi Pengesahan UU PDP",CNBC Indonesia,BBRI,"Prioritizing Data Security, BRI Appreciates Ratification of the PDP Law"
1306,2022-09-27,"Cek Kurs Dolar AS di BCA, BRI, Bank Mandiri, & BNI Hari Ini (27/9) Setelah Rupiah Rp15.100",Bisnis,BBRI,"Check US Dollar Exchange Rates at BCA, BRI, Bank Mandiri, & BNI Today (27/9) After Rupiah IDR 15,100"
1307,2022-09-29,Bos BRI Dinobatkan Jadi Tokoh Pembiayaan & Pemberdayaan UMKM,CNBC Indonesia,BBRI,BRI Boss Named as MSME Financing & Empowerment Figure
1308,2022-09-30,Cinta Laura Ajak Generasi Muda Peduli Lingkungan Seperti BRI,CNBC Indonesia,BBRI,Cinta Laura Invites the Young Generation to Care About the Environment Like BRI
1309,2022-10-02,"Cari Talenta Unggul di Bidang IT, BRI Kembali Buka BFLP IT",CNBC Indonesia,BBRI,"Looking for Superior Talent in the IT Field, BRI Opens BFLP IT Again"
1310,2022-10-02,BRI-Majoo Kolaborasi Beri Solusi Digital untuk Merchant di RI,CNBC Indonesia,BBRI,BRI-Majoo Collaborates to Provide Digital Solutions for Merchants in RI
1311,2022-10-03,BRI Sampaikan Belasungkawa untuk Korban di Stadion Kanjuruhan,CNBC Indonesia,BBRI,BRI Expresses Condolences for Victims at Kanjuruhan Stadium
1312,2022-10-04,Cara Buka Rekening BRI & Bank Mandiri Online Untuk Terima BSU Tahap 4 Rp 600 Ribu,Kontan,BBRI,How to Open a BRI & Bank Mandiri Account Online to Receive BSU Stage 4 IDR 600 Thousand
1313,2022-10-04,"Permudah Transaksi Digital untuk UMKM, BRI dan Majoo Berkolaborasi",Kontan,BBRI,"Make Digital Transactions Easier for MSMEs, BRI and Majoo Collaborate"
1314,2022-10-04,"Peduli Lingkungan, BRI Bersihkan Kali untuk Masyarakat",CNBC Indonesia,BBRI,"Caring for the Environment, BRI Cleans Rivers for the Community"
1315,2022-10-04,"Ini 3 Cara Menemukan Lokasi ATM Bank BRI Terdekat, Mudah dan Cepat",Bisnis,BBRI,"Here are 3 ways to find the nearest BRI Bank ATM location, easy and fast"
1316,2022-10-05,Geliat Transaksi Digital di BNI (BBNI) hingga BRI (BBRI) Berlanjut,Bisnis,BBRI,Digital Transactions at BNI (BBNI) to BRI (BBRI) Continue
1317,2022-10-05,"Rating CSA Melesat di 2022, Penerapan ESG BRI Terus Meningkat",CNBC Indonesia,BBRI,"CSA Rating Soars in 2022, BRI's ESG Implementation Continues to Increase"
1318,2022-10-05,"Cek Kurs Dolar AS di BCA, BRI, Mandiri, & BNI Hari Ini Rabu (5/10/2022)",Bisnis,BBRI,"Check US Dollar Exchange Rates at BCA, BRI, Mandiri, & BNI Today Wednesday (10/5/2022)"
1319,2022-10-05,"BRI Implementasikan EV, Green Building, & EBT Demi Target NZE",CNBC Indonesia,BBRI,"BRI Implements EV, Green Building, & EBT for NZE Target"
1320,2022-10-06,BRI Menanam Diproyeksi Serap 108 Ribu Ton CO2,CNBC Indonesia,BBRI,BRI Planting Projected to Absorb 108 Thousand Tons of CO2
1321,2022-10-06,"BRI Group Buka Lowongan Kerja, Simak Syarat dan Cara Daftarnya!",Bisnis,BBRI,"BRI Group Opens Job Vacancies, Check Out the Terms and How to Register!"
1322,2022-10-06,"Suku Bunga Acuan BI Naik, BRI (BBRI) Sesuaikan Bunga KPR?",Bisnis,BBRI,"BI's Reference Interest Rate Increases, Will BRI (BBRI) Adjust Mortgage Interest?"
1323,2022-10-06,"Citra Negatif Bayangi Unit-Linked, BRI Life Tertolong Produk Tradisional",Bisnis,BBRI,"Negative Image Shadows Unit-Linked, BRI Life Helped by Traditional Products"
1324,2022-10-07,BRI Kembali Gelar Program Desa BRILian Batch III 2022,CNBC Indonesia,BBRI,BRI Holds BRILian Village Program Batch III Again 2022
1325,2022-10-10,"Lewat Transformasi, BRI Terus Garap Pertumbuhan Baru UMKM",CNBC Indonesia,BBRI,"Through Transformation, BRI Continues to Work on New MSME Growth"
1326,2022-10-10,"Percepatan Transformasi BRI Bawa Berkah, Ini Buktinya",CNBC Indonesia,BBRI,"Accelerating BRI Transformation Brings Blessings, Here's Proof"
1327,2022-10-11,Pengamat Sebut Aksi Buyback BRI Pacu Kinerja Karyawan,CNBC Indonesia,BBRI,Observers Say BRI's Buyback Action Boosts Employee Performance
1328,2022-10-12,"Capaian Laba BBRI, BBCA, dan BMRI, Siapa Tertinggi?",Bisnis,BBRI,"BBRI, BBCA and BMRI Profit Achievements, Who is the Highest?"
1329,2022-10-12,BRI Prioritas & Daya Tarik ORI022 Bagi Investor Pemula,CNBC Indonesia,BBRI,BRI Priority & Attraction of ORI022 for Beginner Investors
1330,2022-10-13,Jos! BRI Kembali Raih Pengakuan Global Terkait ESG,CNBC Indonesia,BBRI,Jose! BRI Again Receives Global Recognition Regarding ESG
1331,2022-10-13,"Buah Pemberdayaan UMKM BRI, Kopi Takengon Aceh Sampai di AS",CNBC Indonesia,BBRI,"The Fruit of BRI's MSME Empowerment, Aceh Takengon Coffee Arrives in the US"
1332,2022-10-14,Bos BRI: Gelap Ekonomi Saat Ini Tak Semengerikan 1998,CNBC Indonesia,BBRI,BRI Boss: Current Economic Darkness Is Not As Scary As 1998
1333,2022-10-14,Kabar Gembira! BRI Wacanakan Buyback Saham Setiap Tahun,CNBC Indonesia,BBRI,Good news! BRI Discusses Share Buyback Every Year
1334,2022-10-15,"Jumlah RDN BRI Meningkat 34,3% Hingga September 2022",Kontan,BBRI,The number of BRI RDNs will increase by 34.3% until September 2022
1335,2022-10-15,"Bisa Cair Rp50 Juta, Ini Syarat Pengajuan KUR BRI",Bisnis,BBRI,"You can disburse IDR 50 million, these are the conditions for applying for BRI KUR"
1336,2022-10-16,Jaga Bumi! BRI Peduli Ajak Masyarakat untuk Daur Ulang Sampah,CNBC Indonesia,BBRI,Take Care of the Earth! BRI Peduli Invites the Community to Recycle Waste
1337,2022-10-16,BRI Life Utak-atik Strategi Genjot Premi Tanpa Andalkan Unit Linked,Bisnis,BBRI,BRI Life Tweaks Strategy to Increase Premiums Without Relying on Unit Linked
1338,2022-10-17,"Masih Sesuai Rencana, FWD Bakal Tambah Kepemilikan di BRI Life Hingga 44% di 2024",Kontan,BBRI,"Still according to plan, FWD will increase its ownership in BRI Life to 44% in 2024"
1339,2022-10-17,BRI Finance Luncurkan Promo Mobil Listrik dan Bunga 0 Persen,Bisnis,BBRI,BRI Finance Launches Electric Car Promo and 0 Percent Interest
1340,2022-10-17,BRI (BBRI) Catat Transaksi AgenBRILink Rp855 Triliun per Agustus 2022,Bisnis,BBRI,BRI (BBRI) Records BRILink Agent Transactions of IDR 855 Trillion as of August 2022
1341,2022-10-18,Transformasi Digital BRI Tingkatkan Inklusi Keuangan,CNBC Indonesia,BBRI,BRI Digital Transformation Increases Financial Inclusion
1342,2022-10-18,Profesor Harvard Apresiasi Peran BRI Dalam Inklusi Keuangan,CNBC Indonesia,BBRI,Harvard Professor Appreciates BRI's Role in Financial Inclusion
1343,2022-10-19,"BRI Integrasikan 23,5 Juta Nasabah Lewat Holding UMi",CNBC Indonesia,BBRI,BRI Integrates 23.5 Million Customers Through UMi Holding
1344,2022-10-19,Konsep Hybrid BRI Dinilai Efektif Dongkrak Inklusi Keuangan,CNBC Indonesia,BBRI,BRI Hybrid Concept Considered Effective in Boosting Financial Inclusion
1345,2022-10-20,Cara Daftar dan Cek Penerima BLT UMKM BRI Oktober 2022,Bisnis,BBRI,How to Register and Check Recipients of BRI UMKM BLT October 2022
1346,2022-10-21,BRI Ajak Masyarakat Disiplin Kelola Uang Lewat Investasi,CNBC Indonesia,BBRI,BRI Invites People to Be Disciplined in Managing Money Through Investment
1347,2022-10-21,BRI Catat Pertumbuhan Outstanding Kartu Kredit 26% per Agustus 2022,Kontan,BBRI,BRI Records Credit Card Outstanding Growth of 26% as of August 2022
1348,2022-10-24,"Makin Gencar, Ini Upaya BRI Terapkan ESG di Indonesia",CNBC Indonesia,BBRI,"Increasingly Intensive, This is BRI's Effort to Implement ESG in Indonesia"
1349,2022-10-24,Ketidakpastian Ekonomi Pengaruhi Penerapan ESG? Ini Kata BRI,CNBC Indonesia,BBRI,Economic Uncertainty Affects ESG Implementation? This is what BRI says
1350,2022-10-24,BRI Ungkap Rencana Besarnya Terapkan Sustainable Finance,CNBC Indonesia,BBRI,BRI Reveals Big Plans to Implement Sustainable Finance
1351,2022-10-24,"Lewat Role Modeling, BRI Jadi Akselerator Implementasi ESG",CNBC Indonesia,BBRI,"Through Role Modeling, BRI Becomes an ESG Implementation Accelerator"
1352,2022-10-24,Roadmap BRI Perkuat ESG & Wujudkan Sustainable Finance,CNBC Indonesia,BBRI,BRI Roadmap Strengthens ESG & Realizes Sustainable Finance
1353,2022-10-24,Peran BRI Dibalik Kesuksesan Revolusi Hijau Indonesia,CNBC Indonesia,BBRI,BRI's Role Behind the Success of Indonesia's Green Revolution
1354,2022-10-25,"Kejar Nol Emisi Karbon, BRI & PLN Resmikan SPKLU di Jakarta",CNBC Indonesia,BBRI,"Pursuing Zero Carbon Emissions, BRI & PLN Inaugurate SPKLU in Jakarta"
1355,2022-10-26,"Kurs Dolar di BCA, BRI, Bank Mandiri, dan BNI Hari Ini (26/10), Saat Rupiah Loyo",Bisnis,BBRI,"Dollar Exchange Rates at BCA, BRI, Bank Mandiri, and BNI Today (26/10), When the Rupiah is Sluggish"
1356,2022-10-27,BRI Perkuat Ekosistem Bisnis Berbasis Ekonomi Kerakyatan,CNBC Indonesia,BBRI,BRI Strengthens Community Economy-Based Business Ecosystem
1357,2022-10-27,"Tengok Kurs Dollar-Rupiah di BRI Jelang Tengah Hari Ini Kamis, 27 Oktober 2022",Kontan,BBRI,"Look at the Dollar-Rupiah Exchange Rate at BRI Ahead of Midday Today Thursday, 27 October 2022"
1358,2022-10-27,"Antarkan UMKM Naik Kelas, BRI Perkuat Ekosistem Bisnis Berbasis Ekonomi Kerakyatan",Kontan,BBRI,"Bringing MSMEs to Class Up, BRI Strengthens Community Economy-Based Business Ecosystem"
1359,2022-10-28,"Duo Bankir BRI Hendro Padmono & Krisna Wijaya Masuk Pimpin Jamkrindo, Ini Susunan Lengkapnya",Bisnis,BBRI,"BRI Banker Duo Hendro Padmono & Krisna Wijaya Enter to Lead Jamkrindo, Here's the Complete Lineup"
1360,2022-10-28,BRI Gali Potensi Ekonomi Wilayah 3T Lewat Pemberdayaan,CNBC Indonesia,BBRI,BRI Explores the Economic Potential of the 3T Region Through Empowerment
1361,2022-10-29,"Permudah Nasabah Berinvestasi di SBN, BRI Hadirkan Fitur e-SBN di BRImo",Kontan,BBRI,"Making it easier for customers to invest in SBN, BRI presents the e-SBN feature at BRImo"
1362,2022-10-30,"BRI Sabet 5 Penghargaan, Sunarso Jadi CEO Terpopuler",CNBC Indonesia,BBRI,"BRI Wins 5 Awards, Sunarso Becomes Most Popular CEO"
1363,2022-11-01,Adu Strategi BRI (BBRI) dan Bank Mandiri (BMRI) Raup Tabungan Jumbo Lewat Laku Pandai,Bisnis,BBRI,BRI (BBRI) and Bank Mandiri (BMRI) Strategy Competition Raising huge Savings Through in demand Pandai
